,sample_0,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_30,sample_31,sample_32,sample_33,sample_34,sample_35,sample_36,sample_37,sample_38,sample_39,sample_40,sample_41,sample_42,sample_43,sample_44,sample_45,sample_46,sample_47,sample_48,sample_49
gene_756,12.068812,11.097229,11.317876,11.666282,11.744788,11.839688,11.072448,11.038556,10.574527,11.542345,11.331953,11.547097,11.735065,12.106272,11.25602,11.698466,10.900988,11.449076,11.721424,11.915502,11.711499,11.575587,11.133438,11.93599,11.596427,11.061736,11.300032,11.334128,11.561713,12.4938,12.307693,11.231521,11.462732,11.532668,11.787637,12.02355,11.199728,10.986041,11.390169,12.290298,11.223211,11.554704,11.55877,11.270471,11.058195,11.004719,11.291084,11.070959,11.058127,11.444901
gene_757,11.864024,12.627559,12.338477,11.367546,11.535941,11.862327,11.373306,11.226533,12.278955,11.811435,11.309482,11.734913,11.40388,11.866958,12.235518,11.031136,10.955265,11.577282,11.566558,11.622811,11.058019,11.967821,10.850429,11.442026,11.508335,11.457955,11.592261,11.261067,12.663974,12.919301,11.282868,10.943401,11.929022,11.745674,12.06728,11.327867,10.882207,11.219217,11.060311,11.497513,11.189905,11.008078,11.184981,11.297982,11.16824,11.816172,11.185699,11.662384,11.433789,11.119389
gene_758,1.8220367,1.1747899,2.4387985,1.0394192,2.7410355,1.8384274,0.531868,1.0530418,0.6353365,0.7242137,1.4402081,2.3560029,1.12201,2.4792823,1.8099494,1.4796962,1.7838757,2.628027,1.9581003,2.7403232,0.4462562,0.82725,1.866908,1.3406192,2.2962518,1.2160513,0.972325,1.5931625,1.8293625,1.3650206,1.6479591,0,0.8285503,1.3654126,1.6765382,2.7395457,0.7999991,1.458592,3.0002885,2.8301539,1.2310022,0,1.1241296,1.1571084,1.7654074,1.295723,0,1.6750933,0.7685019,4.1316636
gene_759,0,0.3236583,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4796962,0.4319973,0,0,0.5592471,0,0,0,0,0.2836848,0,0,0,0,0,0,0,0,0,0,1.4348817,0.4547023,0,0,0,0,0.6388616,0.4784024,0,0,0,0,0,0,1.4075703
gene_760,8.113185,11.260402,6.428312,6.641734,10.475804,9.208995,10.852857,9.834815,13.346043,8.893769,10.008471,11.15466,9.476487,9.17911,9.922152,10.62912,11.817379,10.934804,10.307326,8.732232,12.072568,10.205353,11.888397,12.034806,11.110438,9.815764,10.13399,10.175949,11.887476,12.225289,9.548007,9.881022,10.606359,9.34424,9.025272,10.431393,11.431837,10.994714,10.338224,10.439124,10.665434,8.702516,8.724319,10.787143,10.658533,10.266974,9.652952,10.092546,11.552242,11.939678
gene_761,9.318532,9.151504,12.623504,13.158725,11.285766,11.853984,9.020985,12.734961,10.838534,4.574095,13.417193,13.202953,12.956102,8.108457,13.823208,8.651637,8.930601,13.738018,14.401966,10.048255,9.027596,8.6638,9.056345,12.637589,12.932988,7.882539,10.178976,7.61365,10.340418,7.974713,7.592838,9.1855,11.32946,12.004105,8.520756,8.522923,11.898303,9.632817,12.399377,9.054824,11.146193,15.252067,9.903496,13.103385,13.441181,8.458997,11.375941,6.423087,9.667413,8.450221
gene_762,10.619009,10.478406,6.62426,10.277357,12.928368,11.536495,12.870679,12.070061,14.115629,10.935865,11.521949,9.997095,11.460185,11.297289,11.63628,14.289363,9.8925,11.522792,12.368755,11.613251,14.040795,11.099723,11.11141,9.275598,9.740265,12.29204,10.63502,10.665336,11.047322,11.981293,11.36589,14.223436,11.911841,10.299883,11.771411,12.303804,10.93121,11.375012,10.873998,10.83357,10.876325,10.439561,11.898212,9.410337,10.462512,13.675384,11.537587,7.89412,13.295037,12.808451
gene_763,10.991316,9.179934,10.820546,11.466275,9.515993,10.75769,10.78667,12.881764,10.649984,12.394782,9.342464,10.448984,12.683232,8.307233,7.756096,10.20771,10.279193,9.90579,10.551554,10.871713,9.923873,10.051739,9.927436,6.579482,10.597093,10.710617,10.695272,8.326065,9.112056,7.22646,8.305888,10.354404,10.849593,9.486306,11.360134,9.369423,9.659605,10.719782,8.378837,9.405293,10.466525,12.923972,11.427339,10.03885,10.224906,9.789377,12.052911,9.50438,10.220015,10.512247
gene_764,1.3342822,0,0,0,0,0,0,0.4418022,4.9354079,0,0.5144,0,0,0,1.2822619,0,2.469339,0,0.4011936,0,0.4462562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4574367,0,0,0.4784024,0,0,0,0,0,0,0
gene_765,6.22968,5.443199,8.509122,7.544926,6.838258,6.986468,6.295993,6.977795,6.097958,8.79346,7.332914,7.136673,7.163428,3.562719,7.40934,8.073263,6.923969,7.164907,6.959272,8.045891,7.99287,6.535334,7.590624,7.206946,8.160497,7.253866,6.624146,7.450205,5.575866,7.594302,7.805015,7.972009,7.224764,5.742777,7.348728,8.51846,6.648253,7.79554,8.225289,7.38271,7.123397,7.412434,8.091308,7.10376,6.772559,8.435949,6.691855,6.960709,7.517291,7.479061
gene_766,0,1.4650341,0.4525954,0.7685866,0,2.9763453,0,3.4636486,0,0.7242137,0,0,1.12201,0,0,0,0,0,0,1.5331148,0,0.4720718,0,1.3406192,0.2836848,0.6127771,0.972325,0.4889263,0.4486896,0,1.9430586,0,0,1.6331522,0.6315234,0,0,0,0,0,0,0,0.4784024,0,0,1.1456775,0,0,0,0
gene_767,13.061388,12.683517,11.217637,12.479149,12.048518,12.050488,12.511876,12.581245,11.624092,12.182124,11.883987,11.827351,12.117305,12.32406,11.794716,11.799124,12.871414,11.890526,12.47811,11.952341,10.183784,11.604576,11.779461,12.519042,11.538795,12.459665,12.153729,13.300052,11.341285,8.903222,11.530348,11.13578,11.842971,12.007423,11.946822,12.02158,12.401557,12.434745,12.100561,12.600452,11.416391,12.705053,12.004343,11.84498,11.65793,11.095931,12.978955,13.056531,10.172002,11.989398
gene_768,3.6627296,0.3236583,0,0,2.4720718,2.6211493,0.531868,2.3048615,2.8249307,1.2041407,3.2582325,4.4555311,2.0486896,1.4136482,1.8099494,3.4381598,1.2608085,8.9666669,9.6009703,8.3097401,1.6667112,3.5176536,6.3159411,0.8207304,10.0969918,0.3386811,8.5515852,1.5931625,1.4978423,0.960141,0,1.7095112,3.8267824,4.0213998,3.2074712,0,4.5609044,2.8317557,0.4330663,3.1469321,7.1981012,0.6388616,2.9420453,9.3617113,8.6685198,1.295723,2.1796703,7.9968011,2.0585589,0.6331987
gene_769,10.953811,17.24953,7.823482,11.407703,10.868892,10.977917,12.375455,11.788168,12.825847,11.737606,10.91446,12.168399,11.634729,10.312327,9.352492,11.373925,14.102205,11.759431,11.954189,12.336844,10.941062,10.099361,12.545886,8.905519,12.682571,11.510848,9.424981,9.661555,13.584246,14.752355,9.839903,11.134324,12.671141,11.698323,11.098835,10.100794,12.205546,12.808528,10.143,11.117143,11.21322,12.421602,11.308225,12.047495,10.695985,10.989834,11.417035,11.96192,10.696194,9.708761
gene_770,5.8145504,6.8031108,2.6226727,5.2588845,6.4545559,4.375109,5.4962482,5.6870467,7.428201,3.3402774,5.3519639,4.6846392,4.0262778,6.2923971,5.7353462,6.3800679,7.6561817,5.4573021,5.4154883,5.7557876,6.3673483,6.4548487,5.0343038,5.9252898,4.5871249,5.9198072,6.0429748,4.9473763,6.7776696,3.2493391,6.1437913,6.0973327,5.2275062,5.811882,5.3798046,6.8613971,6.5546809,5.9587081,6.4274235,5.6407453,4.2621249,3.5341861,5.8778841,5.552291,4.3842847,6.9250618,4.3517343,7.1208392,5.060056,6.8461172
gene_771,11.420571,13.085672,8.263119,10.79852,12.28301,10.192502,11.618234,12.060169,12.870124,9.070371,11.441787,10.992506,11.141245,11.915308,11.961489,12.40837,13.184297,11.610107,11.939778,10.814446,12.027557,12.335242,11.48519,12.264601,11.187606,11.325435,12.408794,11.332098,12.881647,9.089183,11.962679,11.711207,12.029498,11.923064,10.759996,12.306557,12.623897,12.583118,11.927771,11.968505,10.730937,10.452241,11.458114,11.157435,10.888035,12.489988,10.598034,12.699588,11.33235,11.632841
gene_772,2.3383388,2.2548661,1.3068455,1.4640932,3.1169303,0.5154097,2.8563085,2.3048615,2.7674641,0,1.6516832,1.7668072,1.565987,3.0129798,2.0780291,2.3291236,2.9966418,1.9858647,2.1784916,3.1778859,1.6667112,2.1648828,1.7089818,2.0232908,2.6854917,2.1505922,2.2773897,2.4429966,2.0987901,0,2.9555732,2.7035659,1.734482,2.7613491,0,5.0356283,3.5540608,3.6281437,5.1419109,3.8172242,0.4187836,1.9204839,1.907929,2.5657434,1.0204133,2.0539802,1.8670266,2.4294285,1.7916891,5.3458718
gene_773,13.453759,14.531863,9.754908,12.26302,14.033759,11.666237,13.951858,13.67438,14.470932,10.571241,13.132967,12.644066,12.668533,13.871963,13.66649,13.99837,14.793994,13.217702,13.677962,12.311263,13.957782,13.995926,12.963371,14.116441,12.52473,12.842028,13.896077,12.825173,14.428576,10.58864,13.518616,13.432607,13.667211,13.850871,12.410215,13.641736,14.240404,13.954451,13.439169,14.003632,12.08432,11.895121,12.98113,12.643804,12.389475,14.0814,12.643446,14.225878,12.9561,12.817619
gene_774,10.8362713,10.4194862,6.9071671,11.2029135,9.0359373,9.0752866,8.447885,10.3131438,11.012436,9.9313093,8.45711,4.5431123,10.4798409,3.8392038,4.3957552,9.8595286,8.9733099,8.2058128,8.6034224,10.7220219,8.5786821,5.9031902,10.0554994,6.4839077,9.1878519,9.7582965,10.5996804,7.9251568,11.0500527,5.65764,5.5617721,8.0358108,5.8872889,8.5553445,10.4739188,8.7997155,8.8399879,8.1860399,10.599448,11.3038492,4.6773617,11.3823646,11.728537,7.7838168,5.721523,7.4075057,9.7901497,10.8355452,7.8541827,9.2470066
gene_775,10.087914,10.53331,10.962918,10.616861,10.391297,10.141864,11.883438,11.139391,11.542292,9.652687,10.797791,13.888696,10.486564,9.63513,10.488573,11.121365,11.702099,13.471904,13.177704,10.538082,10.533787,13.754658,10.312656,11.156228,14.610708,10.846611,12.518476,10.471533,11.011821,9.781325,9.96633,10.484541,12.346046,10.431968,10.347057,10.835893,13.14252,11.426784,10.909616,10.815159,13.661388,10.728142,10.028804,13.331407,13.684551,10.728592,10.431926,11.734735,10.083094,10.454505
gene_776,12.624704,12.462042,11.871844,12.994055,12.361327,12.525369,13.487199,13.640697,12.731707,13.268207,12.449616,13.168942,12.513547,11.785481,11.1647,12.163857,13.232081,13.170526,13.196255,13.239469,13.291646,13.176133,12.608562,12.575284,13.022824,12.079331,11.939715,13.026648,12.818856,12.369139,12.306882,12.487214,13.244254,12.524596,13.213833,12.92589,13.123956,12.122362,12.561386,13.760793,12.513333,12.171396,13.418367,12.88546,12.854586,12.747517,12.676887,11.14129,12.026748,12.135411
gene_777,12.319418,10.604961,8.337319,9.891447,13.05973,12.179477,12.659256,12.944551,11.209502,11.086209,12.422062,12.24549,11.769991,12.694299,10.957704,12.82512,10.763768,11.365327,12.099446,10.895939,11.466122,10.326429,10.452396,11.434456,11.790886,11.675243,10.916402,12.673157,12.160782,10.250464,12.975042,12.188153,12.810885,12.614866,11.657327,12.845802,11.173815,11.679537,12.690007,12.959732,12.181146,11.61309,11.647386,12.274364,11.326441,12.42741,12.783676,8.537925,12.06515,11.02642
gene_778,11.4637,11.96342,11.17688,11.98862,11.38847,11.61265,11.09791,11.748,11.84326,11.68459,11.79617,11.49296,11.35784,11.40036,11.61454,12.07318,11.55118,11.33753,11.5262,11.87206,12.00687,11.10328,10.94175,12.2646,11.84217,11.25642,11.28621,11.57675,10.97202,10.42663,11.61768,11.2499,11.56103,10.844,11.30984,11.74913,11.13202,11.36692,11.73781,11.22316,11.31075,11.44223,11.59094,11.74236,11.87256,11.93914,11.44013,11.61811,12.00259,11.85702
gene_779,0,0,0,0,0.506601942,0,0,0,0.962586038,0,0,0,0,0,0,1.133629281,0,0,0,0,0,0,0,0,0,0,0,0,1.851399255,0,0,0,0,0,0,1.635429371,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_780,6.4125766,2.7623701,0,5.4097711,7.9243137,0.8942939,2.3255303,1.4810406,8.600935,4.3152691,5.7466782,1.0214087,6.2006338,0,4.3710082,6.1358673,4.628587,0,5.8517241,7.160416,0,0,5.7020757,3.598258,0.2836848,1.5121257,1.2886539,4.4040516,10.4232525,4.3823214,0.7750927,6.0056268,2.1671652,4.9519934,5.5917751,4.0789599,0,7.4652807,3.9071983,5.4947484,1.0074826,5.7823824,5.493215,0.4956952,1.9040023,4.9908278,2.436455,0,1.7916891,0.6331987
gene_781,7.918261,3.2932822,0.4525954,7.318832,9.8648439,1.6538855,0.531868,2.1962608,9.4012081,1.2041407,7.3595036,0,6.8469696,0,5.4464713,7.2635227,5.3127668,1.9858647,6.3138045,8.5271681,3.0443417,1.1119661,4.6771699,6.8137042,0,2.5916315,0.5665716,5.073726,10.7649462,6.0148485,0.7750927,7.6190388,4.0459147,6.8259637,5.9010938,5.6273938,1.3116194,8.0307333,4.9912679,7.9748333,0.7429548,7.1148355,5.2468679,1.4006472,0.4252444,6.6075389,3.5349829,1.3000065,3.2390619,1.071694
gene_782,5.395049,7.763617,4.783017,5.029501,9.768203,5.399834,4.365735,5.085896,7.696008,3.876949,10.488854,6.107922,4.337404,10.906643,8.790573,10.358827,7.360759,5.528443,7.207912,5.462376,10.701445,6.062098,5.250397,9.233977,6.440314,4.912085,7.25735,8.700887,4.421594,4.120045,10.754921,8.937032,4.892741,9.571474,5.901094,12.000542,7.654371,6.056696,10.601724,10.886093,5.360392,4.47053,5.97127,6.201206,4.519812,9.081537,3.831796,6.307988,10.798034,4.835328
gene_783,5.761588,9.323908,3.834489,4.659554,2.96763,7.186827,5.592699,7.576643,6.338865,3.030689,7.336739,9.056397,8.690546,6.498947,4.643192,5.852945,6.568336,7.460022,9.624602,5.853542,4.721034,8.354756,6.996637,1.721985,8.324005,8.128819,5.956222,7.288359,7.024032,2.987957,7.626987,4.625165,10.758839,8.115855,6.78504,4.877401,4.954843,7.899556,6.046899,7.543256,9.018709,5.628424,5.858461,7.405388,8.387608,7.67222,4.221282,8.517921,6.279464,5.265497
gene_784,4.4790106,4.5319553,2.3372544,3.0064417,3.5258308,6.8319279,4.5959333,4.6233636,2.7674641,3.8769491,3.050136,4.5642013,5.5143085,3.2203764,4.6012508,3.1779337,5.1521023,4.8272957,3.5729988,4.2829661,3.1063651,4.5277835,4.1409013,1.3406192,2.9517556,4.1647621,3.1980226,2.3317912,3.4873834,3.5109999,1.9430586,2.0852887,3.2531724,3.0629506,3.2074712,1.4348817,4.0498747,4.6207917,3.2856981,2.1674543,3.6767752,4.7646752,5.0888158,4.8105973,5.168618,3.2460128,3.2966189,3.3929631,4.2162298,3.7138278
gene_785,10.474274,8.351933,7.139838,8.929335,9.412674,10.887617,13.119557,12.202519,9.123723,9.6839,9.76241,9.896761,10.973841,8.842457,7.734425,9.98325,9.017708,10.321703,11.881145,10.812546,8.447017,9.788036,10.859271,6.182841,7.717656,12.455186,9.124119,9.547186,8.856752,7.285939,8.224171,9.146398,10.722867,10.171014,11.83308,8.498215,10.69722,11.568897,9.895596,8.197123,9.089991,11.600461,11.536597,10.26674,9.360838,7.828136,12.390451,7.344997,8.237157,9.918777
gene_786,8.7069518,4.7633372,3.18696,7.1611117,6.2649267,8.7708588,6.1129545,10.3082594,7.1838636,7.7903485,6.5408146,9.8433102,9.2377955,4.1408359,6.8615584,7.5575633,6.0579982,4.900635,9.7534424,8.1720474,3.5250666,7.5634098,8.0580296,3.4543997,11.246604,8.8491705,3.3418435,5.4648937,5.6615472,3.953945,6.6674522,7.5508006,10.3526725,7.0253611,8.2485586,9.0489691,8.9799596,7.2990431,5.6741584,4.9997385,10.7272142,9.2405529,8.79627,6.9920206,11.0823487,6.6809713,9.9886847,1.9725089,7.4317065,5.0663863
gene_787,0,0.587845,0,0,0,0,0,0,0,0,1.9995671,0.4257815,0,0,0.4414835,0.9218171,0,0,0,0,0,0,0,0,0,0,0,1.7742494,0,0,0,0,0,2.0541191,0,1.9408433,0,0,2.7972828,0.522558,0,0,0,0,0,0,0,0,0,0
gene_788,8.102574,8.776936,9.386033,9.2442,9.799376,8.949374,8.781832,8.332663,8.961079,8.613038,9.332912,9.181935,8.456133,8.59332,9.010833,9.084912,8.347116,9.857105,8.90496,9.440246,10.799767,8.555145,8.202099,10.190356,10.245909,8.904391,10.022312,9.97665,9.513777,9.341301,9.578526,9.784569,8.514355,8.062969,8.658494,9.651986,8.508314,8.190363,10.129541,8.909158,9.040095,8.552181,8.840256,9.405984,9.545573,10.149912,7.479012,9.738474,9.896579,9.760998
gene_789,13.307557,11.846893,11.465424,11.942947,10.543041,12.166198,10.808715,12.147526,11.253647,11.703605,11.19788,11.643441,12.177902,12.044674,11.629612,11.135203,11.155754,10.879185,12.216325,12.546062,10.052554,11.368747,12.131902,11.840345,11.000416,11.595575,10.6515,11.530475,11.564669,11.679168,12.176952,10.782425,12.729415,11.251293,12.096336,10.830056,11.081117,11.371684,11.661747,11.567039,11.14555,12.863031,12.25263,11.132088,10.934767,12.152424,12.379021,11.282637,11.838385,10.964918
gene_790,9.937106,11.305258,10.893628,11.752799,11.291338,11.3098,10.40026,10.706815,11.245945,10.314073,10.628145,11.339739,11.053729,10.856379,10.99082,10.761377,11.328624,11.186028,11.18191,11.665078,12.479118,11.413453,11.120996,10.322277,11.606919,11.22996,10.803284,12.038628,11.25949,10.448932,10.955563,11.612288,11.346325,10.343719,10.559358,11.447977,11.39737,11.369783,10.779186,10.190738,11.675273,11.332439,11.558019,10.789819,11.028908,11.042699,10.267068,10.965712,11.071395,11.065517
gene_791,10.442975,10.550631,10.408054,11.061985,10.463167,10.481759,10.130802,9.445729,9.067932,9.757567,10.152538,9.871679,10.592915,11.592027,10.936608,10.76067,10.605044,10.311726,9.140832,10.333536,11.014523,8.205852,9.824458,9.846805,8.300558,11.167261,10.708989,9.994311,8.475592,9.171302,10.979497,10.528444,8.24946,11.088616,9.943659,10.016989,9.278403,10.692589,11.745893,11.108479,9.081388,10.749861,10.673927,10.24516,10.128742,10.147892,10.190516,11.524488,9.530285,10.818862
gene_792,10.146543,10.025569,9.751213,9.839213,9.547575,10.198838,10.600786,10.239801,9.886466,9.886299,10.641356,10.504243,9.759039,10.082562,10.534575,9.797804,9.788146,10.362021,10.801636,9.213933,9.237083,10.436129,10.342386,9.583617,9.974873,9.892077,9.939227,9.634718,9.93694,10.141979,10.101831,8.98492,10.506397,10.667404,9.777171,10.05764,9.999056,9.916057,10.030653,10.360342,9.980754,10.132435,9.629706,10.350232,10.461459,9.879416,10.563959,9.646712,9.781938,9.366219
gene_793,11.6568941,9.4697293,11.5633536,11.8155354,11.2222938,11.603325,7.1348883,10.4271557,10.0905756,11.0857712,11.5261422,7.1010407,10.5456692,13.0086107,11.9019944,11.2049195,11.3499999,6.3455082,7.4063666,11.1979293,11.3769122,4.0431607,9.8726133,12.115125,4.9022473,10.0484188,11.9251576,11.0359263,7.9262782,10.1379517,11.3049388,10.0997817,2.499578,11.5393042,11.210032,11.4798813,7.824386,10.4563236,11.3735177,11.5814972,7.0519593,11.3063352,10.9329455,7.2312884,7.7749978,10.5684787,10.5639589,12.1997766,11.5868023,10.1264464
gene_794,10.617605,11.68759,9.935139,10.153159,9.95705,10.668779,8.910376,9.963607,10.914729,10.170463,10.251423,9.415258,10.155096,11.15056,10.245588,9.894522,9.903058,10.171452,10.10128,9.832958,9.124473,10.438948,9.767605,10.187995,9.547598,9.450927,11.113124,9.592369,10.443803,10.326092,10.03885,9.362987,9.252803,10.505256,10.067367,10.04993,9.563968,9.525673,9.693898,10.940622,9.231706,10.189985,9.436093,10.769631,9.832137,9.3949,9.186466,11.010374,9.693388,9.028492
gene_795,7.945233,8.318222,5.879056,6.142708,8.102002,8.213517,9.0946,9.033726,9.164633,7.545497,8.305173,9.435429,8.132412,7.279304,8.179596,8.5657,8.634971,10.023339,9.628697,7.849593,10.099545,9.375435,7.469626,7.524675,9.241669,8.539151,7.068639,7.463459,8.271075,8.579912,8.029762,8.7377,10.752046,8.775459,8.062527,7.74875,8.632046,8.181704,7.892713,7.830122,9.43141,7.210184,8.046949,8.876802,9.153278,9.153337,8.848125,5.821856,9.46258,7.808263
gene_796,7.048247,8.751906,7.832839,8.898825,8.24404,7.293343,7.852055,7.243022,7.192076,6.862984,5.440022,7.445934,6.817176,5.794369,6.429834,7.601414,7.623355,6.215015,7.319266,8.545567,6.806324,9.678473,7.904809,8.268097,9.183005,7.710951,7.544315,7.122838,8.355452,6.217853,7.441666,7.294777,7.50911,5.593763,8.170962,7.633831,8.540256,7.961589,7.934605,7.618892,9.453063,8.479736,8.373787,8.278844,8.184994,7.656697,6.775591,8.756106,6.862588,8.826208
gene_797,10.712544,11.161428,10.667049,10.880418,10.74209,10.776507,10.946862,11.050815,11.530265,10.168371,11.273044,10.655745,10.613559,11.420702,10.774178,11.080884,10.661021,10.425121,11.161781,10.81688,10.409476,10.74945,11.16309,10.957712,10.264595,11.005421,11.336574,11.393374,11.06156,10.807572,10.868653,10.284627,11.187587,10.945868,10.829136,11.146683,10.688888,10.833096,10.723661,11.395759,10.50718,10.972133,10.983357,10.639277,10.487006,11.000599,11.542156,11.366666,10.657488,10.492023
gene_798,11.239664,11.018597,10.988521,11.334122,10.730674,11.426249,10.919124,11.080931,9.62458,11.490003,10.830745,11.084549,10.961124,11.562533,9.887123,10.44791,11.03495,11.105437,11.274256,11.218145,9.787917,11.167098,10.50929,10.023006,10.890257,11.706764,10.742613,10.712922,10.875304,11.451175,10.560352,10.142235,11.604817,11.056109,11.235554,10.192564,11.025783,11.107616,10.790063,10.88343,11.120231,11.358382,10.512434,11.049093,11.104979,11.071429,11.247233,10.571516,9.617897,10.379519
gene_799,11.625513,13.199484,12.162262,12.073733,13.171834,12.485741,11.873875,12.216597,12.624496,12.230489,13.278528,12.297478,12.370448,12.539287,13.908955,13.238773,12.760974,12.289947,12.590072,12.607996,13.933451,12.217861,11.939443,12.183741,12.757019,12.586242,12.788431,13.084815,12.900906,12.06326,13.020025,12.474114,12.620314,12.863081,11.862738,12.992444,12.997945,12.114702,12.363981,12.092945,12.738574,12.235135,12.133319,12.179352,12.180978,12.97464,11.862924,13.018774,13.565507,12.267834
gene_800,13.11061,12.73334,12.07155,12.60985,13.31219,13.36133,13.32738,12.89112,13.08515,13.06335,12.57433,12.67552,12.75864,13.8148,12.6695,13.17288,11.96161,12.60945,12.93328,12.2807,12.77847,12.3062,11.83204,13.1618,11.59379,11.85604,12.02094,13.16146,13.44903,12.12136,12.70389,12.85495,12.7778,12.59662,12.90933,12.27053,12.52424,12.08714,12.81792,12.55198,12.37208,13.17602,12.89109,12.49537,12.75479,12.95182,13.48543,12.45816,12.45664,12.07498
gene_801,12.203201,10.151511,10.648403,11.444223,10.795106,11.412676,11.277316,11.039049,11.131246,10.174539,10.999937,9.975117,10.393305,11.911729,10.937565,10.589464,10.464178,9.783882,10.318599,10.735708,10.660032,9.302125,10.318656,11.385706,9.087686,9.964555,10.704448,9.607371,10.957269,10.670152,10.168885,9.44517,10.727163,11.718713,10.669009,10.492374,9.717265,9.857443,10.377482,10.998717,9.127832,11.272292,10.469072,10.263375,9.863801,10.558775,11.263381,10.683503,10.691901,9.931857
gene_802,9.463416,10.462042,9.546773,10.174838,11.168434,10.147332,9.766226,10.230369,10.566653,9.660844,10.404269,10.336663,9.976808,9.157203,10.996142,10.763611,10.696472,9.966826,10.23893,10.43131,11.241352,10.077817,9.978081,10.667023,11.359376,9.758297,9.972075,11.114419,10.08433,9.281186,10.297994,11.03813,10.732769,9.916354,9.792439,10.730385,10.427124,10.019313,10.169562,10.043355,10.559616,10.038508,10.149099,10.452982,9.951828,10.54338,9.295856,10.47625,10.72256,9.915488
gene_803,6.8595224,1.32717,0,6.1427075,6.1712909,5.0717627,4.56909,2.9648791,8.1327208,2.2963106,5.274243,1.0214087,7.1946584,1.168642,9.5299654,3.1779337,7.225969,4.3657555,0.972178,4.4485508,6.4110211,7.266065,2.8179097,5.4182743,2.0907857,5.1239724,3.7032115,2.6426092,6.4566353,9.9229486,2.6632991,3.9928137,5.5947904,6.8192594,4.1271875,0,5.8869183,4.5144442,1.4596414,3.6765495,5.28762,6.7090287,5.9981458,0,0.4252444,1.6701605,5.1101669,1.3000065,6.800214,1.4075703
gene_804,12.324563,11.708886,11.989473,12.258575,11.816128,12.2808,10.67032,11.497892,11.273935,12.251669,11.778508,11.56535,11.656277,11.400805,12.38351,11.432761,11.653374,11.291407,11.548143,12.229125,10.979647,11.530987,11.369521,11.165403,11.565316,11.314232,12.017595,11.765278,12.084303,11.192749,11.712768,10.986475,11.456575,11.292977,12.062471,11.906147,11.624974,11.720851,11.019535,11.881879,11.250796,12.126624,12.394149,11.101188,11.356557,11.536553,11.701783,12.119797,11.261977,12.328282
gene_805,9.729561,10.659149,10.66618,11.189503,10.519764,10.342686,9.308523,10.508538,11.03334,10.668646,10.318306,9.912777,10.333178,10.061925,11.164473,10.619303,10.55167,10.01561,10.077924,10.83217,11.034276,9.956585,10.241876,9.837302,10.276055,10.67323,10.43249,10.769028,9.710042,11.362086,10.799646,11.124923,10.231749,9.913213,10.182283,11.297919,9.929488,10.177968,10.450397,9.872483,10.151968,10.625554,10.687078,9.707107,9.799209,11.004719,9.660839,10.472539,11.141807,10.340206
gene_806,8.254055,8.381612,10.519607,11.191892,9.799835,10.598201,9.061274,8.853257,9.838016,9.493463,7.60465,9.182787,9.51566,9.700067,11.078705,9.313026,9.041793,9.374027,8.443884,9.138364,9.873473,8.842335,7.832441,8.879935,8.871101,9.885634,8.785011,9.273919,8.948034,11.651729,9.695768,9.162004,8.58747,9.194427,8.986749,11.63604,9.142962,9.579416,9.111329,8.424935,9.779288,9.070094,9.67552,9.014712,9.316537,8.25768,8.173587,8.829818,9.752237,9.591051
gene_807,9.893923,9.476365,8.903689,9.116523,10.02908,10.259731,10.275566,10.514556,10.450819,9.556031,10.026357,9.89728,9.301048,9.497431,9.014832,10.469906,10.194055,10.17515,9.690459,9.797318,11.105306,10.927178,8.956638,9.568406,10.198396,9.500258,9.696557,9.160517,9.589514,8.759549,9.749807,10.458837,10.217243,10.597196,9.804007,9.213943,9.377234,9.464507,9.124961,10.113247,10.330121,9.128701,9.5555,10.387802,9.837013,10.516409,10.517807,9.969588,11.355384,10.046033
gene_808,10.930708,10.166916,9.168645,10.824744,10.696846,10.415023,10.507755,10.705917,10.202332,10.511041,12.210626,10.888035,10.928555,10.266552,10.154755,11.09516,10.221454,10.134837,10.598629,10.604887,10.996636,10.807983,9.757108,10.78344,11.190689,9.827144,9.773143,10.957704,9.460573,10.818878,11.586389,10.720261,10.708032,10.102711,10.65358,10.551603,10.768093,10.400602,10.70148,10.793351,10.579316,11.071925,10.756823,10.301873,10.253942,10.243293,10.833942,9.937243,10.783694,9.863396
gene_809,8.531904,8.153542,6.922376,7.480112,7.21529,8.492486,8.062003,7.685309,8.434887,7.202692,7.733693,8.625179,8.275557,8.527755,7.621246,8.109528,9.499571,8.700766,7.753163,7.914989,8.284343,7.22349,9.052446,7.920121,8.286761,8.967889,9.03434,8.75669,8.661069,8.057716,8.851418,8.291028,8.359591,8.67693,8.164791,7.566967,8.354073,9.036981,8.290798,7.979705,8.607193,8.223302,8.583324,8.230107,8.179083,8.186406,7.365456,9.450824,7.684615,8.699954
